iter	Passed	Remaining
1689	6116	4741
1690	6119	4737
1691	6123	4733
1692	6126	4729
1693	6131	4726
1694	6134	4723
1695	6138	4719
1696	6142	4716
1697	6145	4712
1698	6150	4709
1699	6153	4705
1700	6156	4701
1701	6160	4698
1702	6163	4694
1703	6166	4690
1704	6170	4686
1705	6174	4682
1706	6178	4679
1707	6182	4676
1708	6186	4673
1709	6189	4669
1710	6193	4665
1711	6197	4662
1712	6201	4659
1713	6205	4655
1714	6208	4651
1715	6212	4648
1716	6215	4644
1717	6219	4640
1718	6222	4637
1719	6226	4633
1720	6230	4630
1721	6234	4626
1722	6237	4622
1723	6240	4618
1724	6244	4615
1725	6247	4611
1726	6252	4608
1727	6255	4604
1728	6259	4601
1729	6262	4597
1730	6265	4593
1731	6269	4589
1732	6272	4586
1733	6276	4582
1734	6279	4578
1735	6283	4575
1736	6286	4571
1737	6290	4567
1738	6293	4563
1739	6296	4559
1740	6300	4556
1741	6304	4552
1742	6309	4549
1743	6312	4546
1744	6316	4542
1745	6320	4539
1746	6324	4535
1747	6328	4532
1748	6332	4529
1749	6335	4525
1750	6339	4522
1751	6344	4519
1752	6347	4515
1753	6352	4512
1754	6355	4508
1755	6360	4505
1756	6364	4502
1757	6367	4498
1758	6370	4494
1759	6375	4491
1760	6378	4487
1761	6382	4484
1762	6386	4480
1763	6389	4477
1764	6393	4473
1765	6397	4470
1766	6400	4466
1767	6404	4462
1768	6408	4459
1769	6411	4455
1770	6415	4452
1771	6418	4448
1772	6422	4444
1773	6427	4442
1774	6431	4438
1775	6434	4434
1776	6438	4431
1777	6442	4427
1778	6445	4423
1779	6448	4420
1780	6452	4416
1781	6455	4412
1782	6458	4408
1783	6462	4405
1784	6467	4402
1785	6470	4398
1786	6474	4394
1787	6477	4390
1788	6480	4387
1789	6484	4383
1790	6487	4379
1791	6491	4375
1792	6496	4373
1793	6499	4369
1794	6503	4365
1795	6507	4362
1796	6511	4359
1797	6516	4356
1798	6519	4352
1799	6523	4348
1800	6527	4345
1801	6531	4341
1802	6534	4338
1803	6537	4334
1804	6541	4330
1805	6544	4326
1806	6547	4323
1807	6552	4319
1808	6555	4316
1809	6559	4312
1810	6562	4308
1811	6565	4304
1812	6568	4300
1813	6572	4297
1814	6576	4293
1815	6579	4289
1816	6582	4285
1817	6587	4282
1818	6591	4279
1819	6594	4275
1820	6598	4271
1821	6601	4268
1822	6605	4264
1823	6609	4261
1824	6612	4257
1825	6615	4253
1826	6620	4250
1827	6623	4246
1828	6627	4243
1829	6630	4239
1830	6633	4235
1831	6637	4231
1832	6640	4228
1833	6644	4224
1834	6648	4220
1835	6652	4217
1836	6655	4213
1837	6658	4209
1838	6663	4206
1839	6666	4202
1840	6670	4199
1841	6674	4195
1842	6677	4191
1843	6680	4188
1844	6684	4184
1845	6687	4180
1846	6690	4176
1847	6693	4172
1848	6697	4169
1849	6701	4165
1850	6704	4161
1851	6708	4158
1852	6711	4154
1853	6714	4150
1854	6717	4146
1855	6721	4143
1856	6724	4139
1857	6729	4136
1858	6732	4132
1859	6736	4128
1860	6739	4124
1861	6743	4121
1862	6746	4117
1863	6751	4114
1864	6755	4111
1865	6759	4107
1866	6762	4104
1867	6767	4100
1868	6771	4097
1869	6774	4093
1870	6778	4090
1871	6782	4086
1872	6786	4083
1873	6790	4079
1874	6793	4076
1875	6797	4072
1876	6800	4068
1877	6804	4065
1878	6807	4061
1879	6812	4058
1880	6815	4054
1881	6818	4050
1882	6823	4047
1883	6827	4044
1884	6830	4040
1885	6834	4036
1886	6837	4033
1887	6841	4029
1888	6844	4025
1889	6848	4021
1890	6851	4018
1891	6855	4014
1892	6858	4010
1893	6862	4007
1894	6865	4003
1895	6868	3999
1896	6872	3995
1897	6875	3992
1898	6880	3989
1899	6883	3985
1900	6886	3981
1901	6890	3977
1902	6894	3974
1903	6897	3970
1904	6900	3966
1905	6904	3962
1906	6907	3959
1907	6911	3955
1908	6915	3952
1909	6918	3948
1910	6921	3944
1911	6925	3940
1912	6928	3936
1913	6931	3933
1914	6935	3929
1915	6938	3925
1916	6941	3921
1917	6945	3918
1918	6948	3914
1919	6952	3910
1920	6955	3906
1921	6959	3903
1922	6962	3899
1923	6966	3895
1924	6969	3892
1925	6973	3888
1926	6976	3884
1927	6979	3880
1928	6983	3877
1929	6986	3873
1930	6989	3869
1931	6994	3866
1932	6998	3863
1933	7001	3859
1934	7006	3856
1935	7009	3852
1936	7013	3848
1937	7017	3845
1938	7020	3841
1939	7024	3838
1940	7027	3834
1941	7031	3830
1942	7034	3826
1943	7038	3823
1944	7042	3819
1945	7045	3815
1946	7048	3812
1947	7052	3808
1948	7055	3804
1949	7059	3801
1950	7062	3797
1951	7066	3793
1952	7069	3790
1953	7073	3786
1954	7076	3782
1955	7080	3779
1956	7083	3775
1957	7087	3771
1958	7091	3768
1959	7094	3764
1960	7097	3760
1961	7101	3757
1962	7105	3753
1963	7108	3749
1964	7111	3745
1965	7115	3742
1966	7118	3738
1967	7122	3734
1968	7125	3731
1969	7129	3727
1970	7132	3723
1971	7136	3720
1972	7139	3716
1973	7143	3712
1974	7146	3709
1975	7150	3705
1976	7154	3701
1977	7157	3697
1978	7160	3694
1979	7163	3690
1980	7167	3686
1981	7170	3683
1982	7173	3679
1983	7176	3675
1984	7180	3671
1985	7183	3667
1986	7187	3664
1987	7190	3660
1988	7194	3656
1989	7197	3652
1990	7200	3649
1991	7203	3645
1992	7207	3641
1993	7210	3637
1994	7214	3634
1995	7217	3630
1996	7221	3626
1997	7224	3623
1998	7229	3619
1999	7232	3616
2000	7235	3612
2001	7239	3608
2002	7242	3604
2003	7245	3601
2004	7249	3597
2005	7252	3593
2006	7256	3590
2007	7259	3586
2008	7263	3582
2009	7267	3579
2010	7270	3575
2011	7274	3572
2012	7278	3568
2013	7281	3564
2014	7285	3561
2015	7288	3557
2016	7292	3553
2017	7295	3550
2018	7299	3546
2019	7302	3542
2020	7305	3539
2021	7309	3535
2022	7312	3531
2023	7315	3527
2024	7319	3524
2025	7322	3520
2026	7326	3516
2027	7329	3512
2028	7333	3509
2029	7336	3505
2030	7340	3502
2031	7343	3498
2032	7347	3494
2033	7350	3491
2034	7354	3487
2035	7357	3483
2036	7361	3480
2037	7364	3476
2038	7368	3472
2039	7371	3468
2040	7375	3465
2041	7379	3461
2042	7383	3458
2043	7386	3454
2044	7389	3450
2045	7393	3447
2046	7396	3443
2047	7399	3439
2048	7403	3436
2049	7406	3432
2050	7410	3429
2051	7414	3425
2052	7417	3421
2053	7421	3418
2054	7425	3414
2055	7428	3410
2056	7432	3407
2057	7435	3403
2058	7438	3399
2059	7442	3396
2060	7445	3392
2061	7448	3388
2062	7452	3384
2063	7455	3380
2064	7459	3377
2065	7462	3373
2066	7465	3369
2067	7469	3366
2068	7472	3362
2069	7475	3358
2070	7479	3354
2071	7482	3351
2072	7487	3348
2073	7491	3344
2074	7495	3341
2075	7500	3338
2076	7503	3334
2077	7507	3330
2078	7510	3327
2079	7514	3323
2080	7519	3320
2081	7522	3316
2082	7526	3313
2083	7529	3309
2084	7532	3305
2085	7536	3302
2086	7539	3298
2087	7543	3294
2088	7547	3291
2089	7551	3287
2090	7554	3284
2091	7558	3280
2092	7562	3277
2093	7566	3273
2094	7570	3270
2095	7574	3266
2096	7577	3262
2097	7580	3259
2098	7583	3255
2099	7587	3251
2100	7591	3248
2101	7594	3244
2102	7598	3240
2103	7601	3237
2104	7605	3233
2105	7608	3229
2106	7611	3225
2107	7616	3222
2108	7619	3219
2109	7623	3215
2110	7626	3211
2111	7630	3208
2112	7633	3204
2113	7640	3202
2114	7665	3207
2115	7669	3204
2116	7676	3201
2117	7680	3198
2118	7684	3194
2119	7687	3191
2120	7691	3187
2121	7694	3183
2122	7698	3180
2123	7701	3176
2124	7704	3172
2125	7708	3168
2126	7712	3165
2127	7715	3161
2128	7719	3157
2129	7722	3154
2130	7726	3150
2131	7729	3146
2132	7733	3143
2133	7737	3139
2134	7740	3136
2135	7743	3132
2136	7747	3128
2137	7750	3124
2138	7753	3121
2139	7756	3117
2140	7760	3113
2141	7764	3109
2142	7767	3106
2143	7771	3102
2144	7774	3099
2145	7778	3095
2146	7781	3091
2147	7786	3088
2148	7789	3084
2149	7793	3081
2150	7796	3077
2151	7800	3073
2152	7804	3070
2153	7807	3066
2154	7810	3062
2155	7813	3058
2156	7817	3055
2157	7821	3051
2158	7825	3048
2159	7828	3044
2160	7831	3040
2161	7836	3037
2162	7839	3033
2163	7843	3029
2164	7846	3026
2165	7850	3022
2166	7853	3018
2167	7856	3015
2168	7860	3011
2169	7863	3007
2170	7867	3004
2171	7871	3000
2172	7874	2996
2173	7877	2993
2174	7880	2989
2175	7884	2985
2176	7888	2982
2177	7891	2978
2178	7895	2975
2179	7899	2971
2180	7904	2968
2181	7908	2964
2182	7911	2960
2183	7914	2957
2184	7918	2953
2185	7921	2949
2186	7924	2945
2187	7928	2942
2188	7931	2938
2189	7935	2934
2190	7938	2931
2191	7942	2927
2192	7946	2924
2193	7950	2920
2194	7953	2916
2195	7956	2913
2196	7959	2909
2197	7963	2905
2198	7966	2902
2199	7970	2898
2200	7973	2894
2201	7976	2890
2202	7980	2887
2203	7983	2883
2204	7987	2879
2205	7990	2876
2206	7993	2872
2207	7997	2868
2208	8002	2865
2209	8006	2862
2210	8009	2858
2211	8012	2854
2212	8016	2850
2213	8019	2847
2214	8022	2843
2215	8026	2839
2216	8029	2835
2217	8032	2832
2218	8036	2828
2219	8039	2824
2220	8043	2821
2221	8046	2817
2222	8050	2813
2223	8053	2809
2224	8057	2806
2225	8060	2802
2226	8063	2799
2227	8067	2795
2228	8070	2791
2229	8074	2787
2230	8077	2784
2231	8080	2780
2232	8084	2776
2233	8087	2773
2234	8091	2769
2235	8094	2765
2236	8097	2762
2237	8101	2758
2238	8104	2754
2239	8108	2751
2240	8111	2747
2241	8115	2743
2242	8118	2739
2243	8121	2736
2244	8125	2732
2245	8130	2729
2246	8134	2725
2247	8137	2722
2248	8141	2718
2249	8145	2715
2250	8148	2711
2251	8151	2707
2252	8155	2703
2253	8158	2700
2254	8161	2696
2255	8165	2693
2256	8169	2689
2257	8172	2685
2258	8176	2681
2259	8181	2678
2260	8184	2674
2261	8187	2671
2262	8191	2667
2263	8194	2663
2264	8198	2660
2265	8201	2656
2266	8204	2652
2267	8208	2649
2268	8212	2645
2269	8216	2642
2270	8220	2638
2271	8223	2635
2272	8227	2631
2273	8230	2627
2274	8233	2623
2275	8237	2620
2276	8241	2616
2277	8244	2613
2278	8248	2609
2279	8252	2605
2280	8255	2602
2281	8259	2598
2282	8262	2594
2283	8266	2591
2284	8270	2587
2285	8273	2584
2286	8276	2580
2287	8280	2576
2288	8283	2572
2289	8286	2569
2290	8289	2565
2291	8294	2562
2292	8297	2558
2293	8300	2554
2294	8304	2550
2295	8307	2547
2296	8311	2543
2297	8315	2540
2298	8318	2536
2299	8323	2533
2300	8326	2529
2301	8329	2525
2302	8332	2521
2303	8336	2518
2304	8340	2514
2305	8344	2511
2306	8348	2507
2307	8352	2504
2308	8355	2500
2309	8358	2496
2310	8362	2493
2311	8365	2489
2312	8368	2485
2313	8372	2482
2314	8375	2478
2315	8379	2474
2316	8382	2471
2317	8386	2467
2318	8389	2463
2319	8393	2460
2320	8397	2456
2321	8400	2452
2322	8404	2449
2323	8407	2445
2324	8411	2441
2325	8414	2438
2326	8417	2434
2327	8421	2430
2328	8424	2427
2329	8428	2423
2330	8431	2419
2331	8435	2416
2332	8438	2412
2333	8441	2408
2334	8445	2405
2335	8449	2401
2336	8452	2397
2337	8455	2394
2338	8459	2390
2339	8462	2386
2340	8466	2383
2341	8469	2379
2342	8473	2376
2343	8478	2372
2344	8481	2369
2345	8484	2365
2346	8488	2361
2347	8491	2358
2348	8495	2354
2349	8498	2350
2350	8502	2347
2351	8506	2343
2352	8509	2339
2353	8513	2336
2354	8516	2332
2355	8520	2328
2356	8523	2325
2357	8526	2321
2358	8529	2317
2359	8533	2314
2360	8536	2310
2361	8539	2306
2362	8543	2303
2363	8547	2299
2364	8550	2295
2365	8554	2292
2366	8559	2288
2367	8562	2285
2368	8566	2281
2369	8569	2277
2370	8573	2274
2371	8576	2270
2372	8580	2267
2373	8583	2263
2374	8586	2259
2375	8590	2256
2376	8594	2252
2377	8597	2248
2378	8601	2245
2379	8604	2241
2380	8608	2237
2381	8612	2234
2382	8615	2230
2383	8619	2227
2384	8622	2223
2385	8625	2219
2386	8629	2216
2387	8633	2212
2388	8637	2209
2389	8641	2205
2390	8644	2201
2391	8648	2198
2392	8652	2194
2393	8655	2191
2394	8659	2187
2395	8662	2183
2396	8666	2180
2397	8670	2176
2398	8673	2172
2399	8676	2169
2400	8680	2165
2401	8684	2162
2402	8688	2158
2403	8691	2154
2404	8695	2151
2405	8699	2147
2406	8702	2143
2407	8705	2140
2408	8709	2136
2409	8712	2133
2410	8716	2129
2411	8720	2125
2412	8723	2122
2413	8727	2118
2414	8730	2114
2415	8734	2111
2416	8737	2107
2417	8740	2103
2418	8745	2100
2419	8749	2096
2420	8753	2093
2421	8756	2089
2422	8760	2086
2423	8763	2082
2424	8766	2078
2425	8770	2075
2426	8773	2071
2427	8776	2067
2428	8781	2064
2429	8784	2060
2430	8787	2056
2431	8790	2053
2432	8794	2049
2433	8797	2045
2434	8801	2042
2435	8804	2038
2436	8807	2034
2437	8811	2031
2438	8814	2027
2439	8818	2023
2440	8821	2020
2441	8825	2016
2442	8829	2013
2443	8832	2009
2444	8836	2005
2445	8839	2002
2446	8844	1998
2447	8847	1995
2448	8851	1991
2449	8856	1988
2450	8859	1984
2451	8862	1980
2452	8866	1977
2453	8870	1973
2454	8873	1969
2455	8877	1966
2456	8880	1962
2457	8883	1958
2458	8886	1955
2459	8890	1951
2460	8893	1947
2461	8896	1944
2462	8900	1940
2463	8903	1936
2464	8907	1933
2465	8910	1929
2466	8914	1925
2467	8917	1922
2468	8921	1918
2469	8924	1915
2470	8928	1911
2471	8931	1907
2472	8935	1904
2473	8938	1900
2474	8942	1896
2475	8945	1893
2476	8949	1889
2477	8952	1885
2478	8956	1882
2479	8960	1878
2480	8964	1875
2481	8967	1871
2482	8970	1867
2483	8974	1864
2484	8977	1860
2485	8980	1856
2486	8983	1853
2487	8986	1849
2488	8989	1845
2489	8992	1841
2490	8996	1838
2491	8999	1834
2492	9002	1830
2493	9005	1827
2494	9009	1823
2495	9012	1819
2496	9016	1816
2497	9039	1816
2498	9049	1814
2499	9056	1811
2500	9059	1807
2501	9062	1803
2502	9065	1800
2503	9069	1796
2504	9072	1792
2505	9075	1788
2506	9078	1785
2507	9081	1781
2508	9084	1777
2509	9087	1774
2510	9090	1770
2511	9093	1766
2512	9096	1762
2513	9099	1759
2514	9102	1755
2515	9105	1751
2516	9108	1747
2517	9112	1744
2518	9115	1740
2519	9118	1736
2520	9121	1733
2521	9124	1729
2522	9126	1725
2523	9129	1721
2524	9133	1718
2525	9136	1714
2526	9140	1710
2527	9143	1707
2528	9146	1703
2529	9148	1699
2530	9151	1695
2531	9154	1692
2532	9157	1688
2533	9160	1684
2534	9163	1680
2535	9165	1676
2536	9168	1673
2537	9171	1669
2538	9174	1665
2539	9177	1662
2540	9180	1658
2541	9183	1654
2542	9186	1650
2543	9189	1647
2544	9192	1643
2545	9196	1639
2546	9200	1636
2547	9203	1632
2548	9206	1629
2549	9211	1625
2550	9215	1621
2551	9218	1618
2552	9221	1614
2553	9224	1610
2554	9227	1607
2555	9230	1603
2556	9234	1599
2557	9238	1596
2558	9241	1592
2559	9244	1588
2560	9247	1585
2561	9250	1581
2562	9252	1577
2563	9256	1574
2564	9259	1570
2565	9262	1566
2566	9265	1562
2567	9268	1559
2568	9273	1555
2569	9276	1552
2570	9279	1548
2571	9282	1544
2572	9285	1540
2573	9288	1537
2574	9291	1533
2575	9294	1529
2576	9299	1526
2577	9302	1522
2578	9306	1519
2579	9310	1515
2580	9313	1511
2581	9316	1508
2582	9320	1504
2583	9323	1500
2584	9327	1497
2585	9330	1493
2586	9334	1490
2587	9337	1486
2588	9341	1482
2589	9345	1479
2590	9348	1475
2591	9351	1471
2592	9354	1468
2593	9357	1464
2594	9359	1460
2595	9364	1457
2596	9367	1453
2597	9370	1449
2598	9374	1446
2599	9377	1442
2600	9381	1439
2601	9384	1435
2602	9387	1431
2603	9392	1428
2604	9395	1424
2605	9398	1421
2606	9402	1417
2607	9405	1413
2608	9408	1410
2609	9411	1406
2610	9414	1402
2611	9418	1399
2612	9421	1395
2613	9425	1391
2614	9428	1388
2615	9432	1384
2616	9435	1380
2617	9439	1377
2618	9442	1373
2619	9446	1370
2620	9449	1366
2621	9452	1362
2622	9456	1359
2623	9459	1355
2624	9462	1351
2625	9466	1348
2626	9469	1344
2627	9473	1340
2628	9476	1337
2629	9479	1333
2630	9483	1330
2631	9486	1326
2632	9489	1322
2633	9492	1319
2634	9496	1315
2635	9500	1311
2636	9503	1308
2637	9507	1304
2638	9510	1301
2639	9514	1297
2640	9517	1293
2641	9522	1290
2642	9526	1286
2643	9530	1283
2644	9534	1279
2645	9537	1275
2646	9540	1272
2647	9544	1268
2648	9548	1265
2649	9551	1261
2650	9555	1257
2651	9558	1254
2652	9561	1250
2653	9565	1246
2654	9568	1243
2655	9571	1239
2656	9575	1236
2657	9579	1232
2658	9582	1228
2659	9586	1225
2660	9589	1221
2661	9592	1218
2662	9596	1214
2663	9599	1210
2664	9602	1207
2665	9605	1203
2666	9609	1199
2667	9613	1196
2668	9617	1192
2669	9620	1189
2670	9625	1185
2671	9629	1182
2672	9633	1178
2673	9637	1174
2674	9641	1171
2675	9644	1167
2676	9648	1164
2677	9651	1160
2678	9654	1156
2679	9659	1153
2680	9663	1149
2681	9667	1146
2682	9670	1142
2683	9673	1138
2684	9677	1135
2685	9680	1131
2686	9683	1128
2687	9687	1124
2688	9690	1120
2689	9694	1117
2690	9697	1113
2691	9701	1109
2692	9704	1106
2693	9708	1102
2694	9711	1099
2695	9714	1095
2696	9718	1091
2697	9721	1088
2698	9724	1084
2699	9728	1080
2700	9732	1077
2701	9736	1073
2702	9739	1070
2703	9743	1066
2704	9746	1062
2705	9750	1059
2706	9753	1055
2707	9756	1052
2708	9759	1048
2709	9765	1045
2710	9769	1041
2711	9773	1037
2712	9777	1034
2713	9780	1030
2714	9783	1027
2715	9788	1023
2716	9792	1019
2717	9795	1016
2718	9799	1012
2719	9802	1009
2720	9806	1005
2721	9810	1001
2722	9814	998
2723	9817	994
2724	9820	991
2725	9823	987
2726	9827	983
2727	9830	980
2728	9833	976
2729	9837	972
2730	9840	969
2731	9844	965
2732	9848	962
2733	9851	958
2734	9854	954
2735	9858	951
2736	9862	947
2737	9867	944
2738	9871	940
2739	9878	937
2740	9881	933
2741	9885	930
2742	9889	926
2743	9893	922
2744	9897	919
2745	9901	915
2746	9905	912
2747	9909	908
2748	9913	905
2749	9917	901
2750	9921	897
2751	9924	894
2752	9928	890
2753	9931	887
2754	9935	883
2755	9938	879
2756	9941	876
2757	9946	872
2758	9949	869
2759	9952	865
2760	9955	861
2761	9958	858
2762	9962	854
2763	9965	850
2764	9969	847
2765	9972	843
2766	9975	840
2767	9979	836
2768	9982	832
2769	9985	829
2770	9989	825
2771	9993	821
2772	9996	818
2773	9999	814
2774	10003	811
2775	10006	807
2776	10010	803
2777	10013	800
2778	10016	796
2779	10020	792
2780	10023	789
2781	10026	785
2782	10033	782
2783	10048	779
2784	10052	776
2785	10065	773
2786	10081	770
2787	10102	768
2788	10106	764
2789	10109	760
2790	10113	757
2791	10117	753
2792	10120	750
2793	10125	746
2794	10128	742
2795	10132	739
2796	10136	735
2797	10140	732
2798	10143	728
2799	10147	724
2800	10151	721
2801	10154	717
2802	10158	713
2803	10161	710
2804	10164	706
2805	10168	703
2806	10171	699
2807	10175	695
2808	10178	692
2809	10181	688
2810	10185	684
2811	10189	681
2812	10192	677
2813	10196	673
2814	10199	670
2815	10202	666
2816	10206	663
2817	10209	659
2818	10212	655
2819	10216	652
2820	10219	648
2821	10223	644
2822	10227	641
2823	10230	637
2824	10234	633
2825	10237	630
2826	10240	626
2827	10244	623
2828	10247	619
2829	10251	615
2830	10255	612
2831	10258	608
2832	10262	604
2833	10265	601
2834	10269	597
2835	10272	594
2836	10275	590
2837	10278	586
2838	10282	583
2839	10286	579
2840	10289	575
2841	10292	572
2842	10295	568
2843	10299	564
2844	10302	561
2845	10306	557
2846	10309	554
2847	10312	550
2848	10316	546
2849	10320	543
2850	10324	539
2851	10328	535
2852	10332	532
2853	10336	528
2854	10339	525
2855	10342	521
2856	10346	517
2857	10349	514
2858	10352	510
2859	10356	506
2860	10360	503
2861	10363	499
2862	10366	496
2863	10370	492
2864	10373	488
2865	10377	485
2866	10380	481
2867	10383	477
2868	10387	474
2869	10390	470
2870	10395	467
2871	10399	463
2872	10402	459
2873	10405	456
2874	10409	452
2875	10412	448
2876	10416	445
2877	10419	441
2878	10422	438
2879	10426	434
2880	10429	430
2881	10434	427
2882	10437	423
2883	10441	419
2884	10445	416
2885	10448	412
2886	10452	409
2887	10456	405
2888	10460	401
2889	10463	398
2890	10467	394
2891	10470	391
2892	10473	387
2893	10477	383
2894	10481	380
2895	10484	376
2896	10487	372
2897	10492	369
2898	10495	365
2899	10499	362
2900	10502	358
2901	10506	354
2902	10509	351
2903	10512	347
2904	10516	343
2905	10519	340
2906	10522	336
2907	10526	333
2908	10529	329
2909	10534	325
2910	10537	322
2911	10540	318
2912	10544	314
2913	10547	311
2914	10551	307
2915	10555	304
2916	10558	300
2917	10562	296
2918	10566	293
2919	10569	289
2920	10572	285
2921	10576	282
2922	10579	278
2923	10582	275
2924	10586	271
2925	10589	267
2926	10593	264
2927	10596	260
2928	10599	256
2929	10603	253
2930	10607	249
2931	10611	246
2932	10615	242
2933	10618	238
2934	10622	235
2935	10625	231
2936	10629	228
2937	10633	224
2938	10638	220
2939	10641	217
2940	10644	213
2941	10648	209
2942	10651	206
2943	10654	202
2944	10658	199
2945	10661	195
2946	10665	191
2947	10668	188
2948	10671	184
2949	10676	180
2950	10679	177
2951	10683	173
2952	10686	170
2953	10689	166
2954	10692	162
2955	10696	159
2956	10699	155
2957	10702	151
2958	10706	148
2959	10710	144
2960	10713	141
2961	10716	137
2962	10719	133
2963	10723	130
2964	10726	126
2965	10729	122
2966	10733	119
2967	10737	115
2968	10741	112
2969	10744	108
2970	10748	104
2971	10751	101
2972	10755	97
2973	10759	94
2974	10762	90
2975	10765	86
2976	10769	83
2977	10772	79
2978	10775	75
2979	10779	72
2980	10782	68
2981	10785	65
2982	10789	61
2983	10792	57
2984	10796	54
2985	10799	50
2986	10802	47
2987	10806	43
2988	10810	39
2989	10813	36
2990	10817	32
2991	10821	28
2992	10824	25
2993	10828	21
2994	10831	18
2995	10834	14
2996	10838	10
2997	10841	7
2998	10844	3
2999	10848	0
