iter	Logloss
246	0.5017148565
247	0.5016883912
248	0.5015364963
249	0.5012973183
250	0.5012087676
251	0.5011541789
252	0.5011091842
253	0.5009391436
254	0.5008165165
255	0.500453701
256	0.5002274826
257	0.5001655222
258	0.4997717004
259	0.4995755652
260	0.4995369396
261	0.4995113433
262	0.499344219
263	0.4992438376
264	0.4987061618
265	0.498561789
266	0.4984318581
267	0.4983842692
268	0.4983471862
269	0.4981887343
270	0.4980960286
271	0.4978698968
272	0.4976047179
273	0.4975614193
274	0.4975244394
275	0.4974481971
276	0.4972787368
277	0.4966931069
278	0.4966105951
279	0.4964894822
280	0.4964340518
281	0.4960707368
282	0.4959708177
283	0.4959136026
284	0.4958862893
285	0.4958376506
286	0.495778148
287	0.495691728
288	0.4956351581
289	0.4955859238
290	0.4953845247
291	0.4953405279
292	0.4952918432
293	0.495147717
294	0.4950677361
295	0.4950233361
296	0.4945458139
297	0.4944855131
298	0.4944027063
299	0.4943223607
300	0.4942651938
301	0.4941986905
302	0.4941797156
303	0.493882141
304	0.4938176314
305	0.4937086994
306	0.4936332485
307	0.4935340449
308	0.493308201
309	0.4932185462
310	0.493190458
311	0.4928524049
312	0.4928129401
313	0.4927264005
314	0.4926276773
315	0.4925716994
316	0.4925323483
317	0.4924800741
318	0.4923307796
319	0.4922730967
320	0.4917997546
321	0.4915463791
322	0.4915022414
323	0.4912379511
324	0.4911821367
325	0.4910684942
326	0.4909731808
327	0.4909212951
328	0.4908953149
329	0.4906917508
330	0.490557217
331	0.4904360121
332	0.4903934269
333	0.4903284743
334	0.490284856
335	0.4902526528
336	0.4901957118
337	0.4900716898
338	0.4900230362
339	0.4899847091
340	0.4899316136
341	0.4897714495
342	0.4897343665
343	0.489625338
344	0.4892467473
345	0.4891963472
346	0.4891632974
347	0.4891133831
348	0.4890976433
349	0.4890257301
350	0.488794534
351	0.4887695401
352	0.4884918514
353	0.4884447199
354	0.4883841465
355	0.4882697477
356	0.4879933524
357	0.4879025464
358	0.4878604467
359	0.4878237312
360	0.4877741009
361	0.4875987954
362	0.4875315707
363	0.4874574346
364	0.4873337183
365	0.4873035356
366	0.4871187621
367	0.4869293669
368	0.4869010319
369	0.4867236377
370	0.4866441779
371	0.4866100449
372	0.4865271904
373	0.4863582195
374	0.4859500866
375	0.4859040755
376	0.4857914986
377	0.4857449892
378	0.4856693713
379	0.4855885095
380	0.4851746886
381	0.4851408256
382	0.4850949209
383	0.4846322728
384	0.4843313057
385	0.484304796
386	0.4842587691
387	0.484076404
388	0.4837272846
389	0.4836347205
390	0.4836051287
391	0.4831012736
392	0.482958111
393	0.4828353974
394	0.482811829
395	0.4827273588
396	0.4826075923
397	0.4825877747
398	0.4824040046
399	0.4819557712
400	0.4818149796
401	0.4817934714
402	0.4817055538
403	0.4815814349
404	0.4813682443
405	0.4813347009
406	0.4813091967
407	0.4812775393
408	0.4812152866
409	0.4811938259
410	0.4806012243
411	0.4804476958
412	0.4803197641
413	0.480294424
414	0.4802549902
415	0.4800448656
416	0.479932218
417	0.4798871284
418	0.4797762008
419	0.4792947448
420	0.4792415678
421	0.479193617
422	0.4791041064
423	0.4790661487
424	0.4789195975
425	0.4785570011
426	0.4785156739
427	0.4783363692
428	0.4783051186
429	0.4782789279
430	0.4782391692
431	0.4781295928
432	0.4780780437
433	0.4779135178
434	0.4778896006
435	0.4775602793
436	0.4774736022
437	0.4774445737
438	0.4770796284
439	0.4770515969
440	0.4768867164
441	0.4767912517
442	0.4765755898
443	0.4762908236
444	0.4762434878
445	0.4762119349
446	0.4760005471
447	0.4759134332
448	0.475883647
449	0.4757876414
450	0.4756003485
451	0.4755727059
452	0.4755347061
453	0.4755162528
454	0.4754479782
455	0.4754081997
456	0.4753575321
457	0.4753153667
458	0.4752462299
459	0.475227045
460	0.4752028978
461	0.4750658066
462	0.4750080705
463	0.4746893582
464	0.4746663635
465	0.4744925681
466	0.47438167
467	0.4743211615
468	0.4742694759
469	0.4742229489
470	0.4740891887
471	0.474027735
472	0.4739000843
473	0.4738489182
474	0.4738008974
475	0.4737685264
476	0.4737157997
477	0.4736328224
478	0.4736133611
479	0.473600252
480	0.4734173779
481	0.4733924626
482	0.4731784335
483	0.4731417634
484	0.4731091995
485	0.4730009286
486	0.472969138
487	0.472783355
488	0.4727410097
489	0.4727154187
490	0.4726935384
491	0.4726684472
492	0.4724678749
493	0.4724335094
494	0.4723093564
495	0.4722387908
496	0.4719950939
497	0.4719673903
498	0.4719248974
499	0.4717131228
500	0.4716812245
501	0.4716177805
502	0.4715909523
503	0.4714621798
504	0.4714196341
505	0.4711692431
506	0.4711342437
507	0.4706824462
508	0.4706039447
509	0.4704053205
510	0.4703850501
511	0.4703594456
512	0.4696435702
513	0.4695465632
514	0.4694041262
515	0.4693522034
516	0.4690811195
517	0.4690637178
518	0.4690437836
519	0.46900247
520	0.4689614017
521	0.4689376859
522	0.4689072959
523	0.4688625771
524	0.4687666437
525	0.4687311906
526	0.4687171849
527	0.468505327
528	0.4684764177
529	0.4683574272
530	0.4683161066
531	0.4680783741
532	0.4680456606
533	0.4680252648
534	0.4679998281
535	0.4678668449
536	0.4678061937
537	0.4676641078
538	0.4676178942
539	0.4676052765
540	0.4675013871
541	0.4674520875
542	0.4673579555
543	0.4673303373
544	0.4672924114
545	0.467085425
546	0.4670476416
547	0.4670256476
548	0.4670087067
549	0.4669925866
550	0.4668446413
551	0.4667871477
552	0.4667047361
553	0.4666339446
554	0.4665983431
555	0.4665092129
556	0.466460808
557	0.4664511466
558	0.4664254725
559	0.466293594
560	0.4662629974
561	0.4662084953
562	0.4661750584
563	0.4660937035
564	0.4660185217
565	0.4659238207
566	0.4658740152
567	0.4658338951
568	0.4658008984
569	0.465789129
570	0.4657700601
571	0.4657351196
572	0.4656953544
573	0.465685234
574	0.4656585038
575	0.4656388333
576	0.465618571
577	0.4655585811
578	0.4655453945
579	0.465521022
580	0.4654079755
581	0.4652130707
582	0.4651416627
583	0.4651201096
584	0.4648774083
585	0.4647907943
586	0.4647700533
587	0.464756848
588	0.464551759
589	0.4645300939
590	0.4644696939
591	0.4643597528
592	0.4642481309
593	0.4642386009
594	0.4641944729
595	0.4641279037
596	0.4640575046
597	0.4640269058
598	0.464012391
599	0.4639010425
600	0.4638774371
601	0.4637538367
602	0.4637350884
603	0.463706817
604	0.4636947624
605	0.4636802652
606	0.4636468844
607	0.4636278518
608	0.4635557934
609	0.4635330424
610	0.4634976836
611	0.4634849326
612	0.4633869648
613	0.4633224467
614	0.4633115457
615	0.4632990384
616	0.4632758114
617	0.4632524514
618	0.4632227561
619	0.4631791378
620	0.4631428498
621	0.4630898839
622	0.4629901551
623	0.4629646999
624	0.4629161102
625	0.4629027473
626	0.4628810054
627	0.4628584454
628	0.4628271297
629	0.462780943
630	0.4627676482
631	0.4626853902
632	0.4624510864
633	0.4621266987
634	0.4621054774
635	0.4620895653
636	0.4620357739
637	0.461937438
638	0.4618452188
639	0.4618347263
640	0.4618133477
641	0.4616608794
642	0.4615955197
643	0.4615755892
644	0.4615079374
645	0.4614808742
646	0.4614314607
647	0.4613825617
648	0.4613537142
649	0.4613108053
650	0.4612453087
651	0.4611928435
652	0.4610881164
653	0.4610469456
654	0.4608843789
655	0.4608428216
656	0.460787216
657	0.4607655216
658	0.4607245775
659	0.4606685022
660	0.4603190359
661	0.4603035013
662	0.4602674357
663	0.4602458949
664	0.4599859605
665	0.4599633853
666	0.4599288351
667	0.4598443055
668	0.459730089
669	0.4596545555
670	0.4596301705
671	0.4593470716
672	0.4591947468
673	0.4591466591
674	0.4591017579
675	0.4590259378
676	0.4590164472
677	0.4589841176
678	0.4589640976
679	0.4589289398
680	0.4589166431
681	0.4587931769
682	0.4587381531
683	0.4586863799
684	0.4586559877
685	0.4586241302
686	0.4586129338
687	0.4585914087
688	0.4585484373
689	0.4585183006
690	0.4584785427
691	0.4584463318
692	0.4584283948
693	0.4584241522
694	0.4583879355
695	0.4583776734
696	0.4583564522
697	0.4583284263
698	0.4583045633
699	0.4582690855
700	0.4582411846
701	0.45821596
702	0.4581947432
703	0.4580496325
704	0.458017222
705	0.4579739557
706	0.4579453809
707	0.4578165919
708	0.4577822737
709	0.4577654102
710	0.4577404012
711	0.4575307216
712	0.4575200471
713	0.4574878145
714	0.4574307388
715	0.4573981928
716	0.4573674323
717	0.4573478339
718	0.4573243966
719	0.457294519
720	0.4572771041
721	0.4572128571
722	0.4571932149
723	0.4571782753
724	0.4571566622
725	0.4570020804
726	0.4569705404
727	0.4569457188
728	0.4569212588
729	0.4568407279
730	0.4568241629
731	0.4568003985
732	0.4567868473
733	0.4567244292
734	0.4567035874
735	0.456611237
736	0.4565875553
737	0.4564084721
738	0.4563742508
739	0.4563453267
740	0.4563273004
741	0.4563003926
742	0.4562836408
743	0.4561884722
744	0.4561389394
745	0.456021519
746	0.4558860095
747	0.4557007917
748	0.4556868807
749	0.455664533
750	0.4556393841
751	0.4556001865
752	0.4555837503
753	0.4554252895
754	0.4554047755
755	0.4553765309
756	0.4553593953
757	0.4552545509
758	0.4550514115
759	0.4550423061
760	0.4550098191
761	0.4548501144
762	0.45482609
763	0.4548051031
764	0.4547661735
765	0.4547461874
766	0.4547365581
767	0.4546871962
768	0.4544357139
769	0.4542550297
770	0.4541873117
771	0.4540700592
772	0.4539812797
773	0.4539596569
774	0.4539473254
775	0.4539237432
776	0.4538624002
777	0.4538421402
778	0.4538021581
779	0.4537837841
780	0.4537539986
781	0.4536740938
782	0.4534323158
783	0.4534176874
784	0.453392663
785	0.4533633366
786	0.4533283833
787	0.4531947275
788	0.4531694253
789	0.4531358958
790	0.4530581313
791	0.4525288801
792	0.4525032221
793	0.4524781459
794	0.4523966247
795	0.4523804093
796	0.4522980582
797	0.4522597011
798	0.4521802754
799	0.4521613887
800	0.4521434464
801	0.452067684
802	0.452042862
803	0.452017413
804	0.4519668057
805	0.4519525401
806	0.4519273571
807	0.4518906481
808	0.4518407669
809	0.4516225623
810	0.4513529403
811	0.4512415759
812	0.4511587379
813	0.4510686993
814	0.4510277885
815	0.4509961627
816	0.450975285
817	0.450918068
818	0.4509089713
819	0.450843729
820	0.4508170433
821	0.4506765677
822	0.4505648651
823	0.4505550282
824	0.4505421677
825	0.4505254951
826	0.4503573924
827	0.4503491514
828	0.4503228602
829	0.4502821005
830	0.4502228306
831	0.4501824344
832	0.45015817
833	0.4499624507
834	0.4499495335
835	0.4499230204
836	0.4498982442
837	0.4498838855
838	0.4498639449
839	0.449727624
840	0.4497040271
841	0.4496744155
842	0.4496225274
843	0.4495604464
844	0.4495359328
845	0.449326002
846	0.4493038476
847	0.4492919491
848	0.4490567255
849	0.4489866891
850	0.4489680199
851	0.4489529865
852	0.4489246945
853	0.4488953753
854	0.4488764227
855	0.4488587503
856	0.4487793767
857	0.4487593476
858	0.4487296601
859	0.4486973064
860	0.4486744571
861	0.4486509989
862	0.4486365357
863	0.4485488917
864	0.4485233929
865	0.448476944
866	0.4484274168
867	0.448223734
868	0.4482140706
869	0.44817893
870	0.4481587013
871	0.4481007424
872	0.4480849837
873	0.4480231188
874	0.4479973775
875	0.4479776677
876	0.4478768563
877	0.4478484587
878	0.4478210926
879	0.4478030944
880	0.4477979587
881	0.4477618709
882	0.4477405246
883	0.4477069028
884	0.4475406579
885	0.4475160752
886	0.4475093896
887	0.4474810665
888	0.4474364067
889	0.4474136455
890	0.4473868307
891	0.4473608393
892	0.4472858327
893	0.4472368355
894	0.4471965386
895	0.4471669995
896	0.447142794
897	0.4471166643
898	0.4470826538
899	0.4470549307
900	0.4469872294
901	0.4469358559
902	0.4469197716
903	0.446896621
904	0.4468674573
905	0.4468577148
906	0.4467624206
907	0.4467465752
908	0.4466858666
909	0.4466538554
910	0.4466150407
911	0.4465809361
912	0.4465507539
913	0.4465192531
914	0.4464860364
915	0.4464479381
916	0.446430485
917	0.4463570434
918	0.4463084837
919	0.4462928281
920	0.4462751222
921	0.4462432679
922	0.4462129982
923	0.4461007762
924	0.4458880929
925	0.4458575404
926	0.445546163
927	0.4455279949
928	0.4455122105
929	0.4454859507
930	0.4454708938
931	0.4454602461
932	0.4454463732
933	0.4454315543
934	0.4454094927
935	0.4453854066
936	0.4453662727
937	0.4453447873
938	0.4453240488
939	0.4453052194
940	0.4451580435
941	0.4451321369
942	0.4450325375
943	0.4450068627
944	0.444973342
945	0.444917565
946	0.444892249
947	0.4448743969
948	0.4448070229
949	0.4447731685
950	0.4447371549
951	0.4447183167
952	0.444674934
953	0.4446513362
954	0.4445799872
955	0.4445492327
956	0.444533763
957	0.4445065116
958	0.4444513768
959	0.4442372294
960	0.4442071604
961	0.4441896007
962	0.4441628465
963	0.4440896009
964	0.4440367826
965	0.4440162517
966	0.4439909035
967	0.4438519975
968	0.4437323059
969	0.4435253635
970	0.4434901637
971	0.4434653724
972	0.4434449364
973	0.4434301642
974	0.4434217438
975	0.44328482
976	0.4432597512
977	0.443242065
978	0.4432213361
979	0.4432128241
980	0.4431800492
981	0.4431465299
982	0.4431134638
983	0.443094419
984	0.4430821091
985	0.4429975991
986	0.4429857453
987	0.4429597747
988	0.442939289
989	0.4429238334
990	0.4429058738
991	0.4428886373
992	0.4428750301
993	0.4428486406
994	0.4428307787
995	0.4428161914
996	0.442744123
997	0.4427295487
998	0.4426980852
999	0.4426557405
1000	0.4426391522
1001	0.442555523
1002	0.4425217597
1003	0.4424853908
1004	0.4424674273
1005	0.4424618921
1006	0.442444701
1007	0.4424130024
1008	0.4424100614
1009	0.4423892425
1010	0.4423455307
1011	0.4423022456
1012	0.4422793253
1013	0.4422614934
1014	0.4421957176
1015	0.4421802063
1016	0.4421431096
1017	0.442108436
1018	0.4420712543
1019	0.4420461227
1020	0.4420354549
1021	0.4420263232
1022	0.4420169021
1023	0.4419924216
1024	0.4419711702
1025	0.4419546319
1026	0.4419338004
1027	0.441920229
1028	0.4417617382
1029	0.4417471216
1030	0.4416867798
1031	0.4416710576
1032	0.4416333974
1033	0.4416049186
1034	0.4415774374
1035	0.4415473741
1036	0.4415287982
1037	0.4414523167
1038	0.4413101923
1039	0.4412987631
1040	0.4411655776
1041	0.4411459036
1042	0.4409708861
1043	0.4409346174
1044	0.4407903003
1045	0.4407381792
1046	0.4407223217
1047	0.4406880169
1048	0.4406696633
1049	0.4406582079
1050	0.4406442344
1051	0.4406195017
1052	0.4405138696
1053	0.4404890931
1054	0.4403147111
1055	0.4400958099
1056	0.440062182
1057	0.4400505529
1058	0.4400306187
1059	0.4400165816
1060	0.4399834463
1061	0.4399620295
1062	0.4399458121
1063	0.439920754
1064	0.4399051472
1065	0.4398871815
1066	0.4398660651
1067	0.4398375089
1068	0.439648973
1069	0.439623175
1070	0.4396107554
1071	0.4395982236
1072	0.4394080685
1073	0.4393830449
1074	0.4393704828
1075	0.4393431509
1076	0.4393282335
1077	0.4392111754
1078	0.4391881393
1079	0.4391493385
1080	0.4390028131
1081	0.4389942148
1082	0.4389583226
1083	0.438934206
1084	0.4388759218
1085	0.4388568257
1086	0.4388347938
1087	0.4385932488
1088	0.438521807
1089	0.4384982864
1090	0.438107857
1091	0.4380603496
1092	0.4380478196
1093	0.4380057179
1094	0.4379978751
1095	0.4379859158
1096	0.4379768017
1097	0.4379444969
1098	0.4379208656
1099	0.4378273776
1100	0.4378072463
1101	0.4377877567
1102	0.4377289321
1103	0.4377069153
1104	0.4375838521
1105	0.4375776239
1106	0.4375556989
1107	0.4375350561
1108	0.4375255518
1109	0.4375026775
1110	0.4374791519
1111	0.4374549166
1112	0.4374350024
1113	0.4374158241
1114	0.4373536464
1115	0.4373292295
1116	0.4373041969
1117	0.4372906944
1118	0.4372669108
1119	0.4372473995
1120	0.4372358115
1121	0.4371446552
1122	0.4371181602
1123	0.4370876322
1124	0.4370705946
1125	0.4370452051
1126	0.4369649044
1127	0.4369547886
1128	0.4369426462
1129	0.4368164387
1130	0.4367430055
1131	0.436542221
1132	0.4365394437
1133	0.4365361813
1134	0.4365083837
1135	0.436414266
1136	0.4363984788
1137	0.4363719896
1138	0.4363514822
1139	0.4363300109
1140	0.4363101614
1141	0.4362546931
1142	0.4362475898
1143	0.4362194661
1144	0.4361996172
1145	0.436171358
1146	0.4361196052
1147	0.4360926379
1148	0.4360646971
1149	0.4360352636
1150	0.4360264438
1151	0.4360028198
1152	0.4359788283
1153	0.4359655909
1154	0.4359384178
1155	0.4359180671
1156	0.435908464
1157	0.4358581922
1158	0.4358338596
1159	0.4356951725
1160	0.4356779468
1161	0.4356641457
1162	0.4356551506
1163	0.4356458563
1164	0.435539236
1165	0.4355271797
1166	0.4355134556
1167	0.4354901963
1168	0.4354713929
1169	0.43544297
1170	0.4354082203
1171	0.4354053102
1172	0.4353716733
1173	0.4353585356
1174	0.4353330872
1175	0.4353133942
1176	0.4352765847
1177	0.4352681196
1178	0.4351035593
1179	0.4350942334
1180	0.435070334
1181	0.4350224829
1182	0.434941708
1183	0.4349175122
1184	0.4348632928
1185	0.4348549771
1186	0.4348262563
1187	0.4347864712
1188	0.434716999
1189	0.4346726879
1190	0.4346530028
1191	0.4346399773
1192	0.434619418
1193	0.4345878467
1194	0.4345737688
1195	0.434316101
1196	0.4343111688
1197	0.434298341
1198	0.434251836
1199	0.4342327075
1200	0.4341720728
1201	0.4341390711
1202	0.4341099491
1203	0.4340854716
1204	0.4340527224
1205	0.434042394
1206	0.4338413601
1207	0.4338306663
1208	0.4337823785
1209	0.4337682073
1210	0.4337609298
1211	0.4337426749
1212	0.4337194718
1213	0.4336116204
1214	0.4335854354
1215	0.4335129328
1216	0.4334814715
1217	0.4334646151
1218	0.4334525873
1219	0.4334337163
1220	0.4333943271
1221	0.4333189504
1222	0.4332831843
1223	0.433266221
1224	0.433248695
1225	0.4332320442
1226	0.4332239117
1227	0.4332045547
1228	0.4331697798
1229	0.4331529283
1230	0.4331345862
1231	0.4331223555
1232	0.4330977508
1233	0.4330839525
1234	0.4330555259
1235	0.4327631631
1236	0.4327403447
1237	0.4327203581
1238	0.4327102564
1239	0.4326966825
1240	0.4326721328
1241	0.432500311
1242	0.4324861941
1243	0.4324784405
1244	0.4324525157
1245	0.432439236
1246	0.4324227703
1247	0.4323850336
1248	0.4323601347
1249	0.432333228
1250	0.4323229122
1251	0.4323009268
1252	0.4322785399
1253	0.4322636078
1254	0.4322406156
1255	0.4322272981
1256	0.4321830004
1257	0.4321708195
1258	0.4321513112
1259	0.4321183399
1260	0.4320402329
1261	0.4320079304
1262	0.4319923669
1263	0.431981347
1264	0.4319662664
1265	0.4319577736
1266	0.4319444511
1267	0.4319134489
1268	0.4318946079
1269	0.431878456
1270	0.4317630568
1271	0.4316816451
1272	0.4316705348
1273	0.4316467809
1274	0.4316307996
1275	0.4309734814
1276	0.4308907449
1277	0.4308661662
1278	0.4308336659
1279	0.4308099222
1280	0.4307176688
1281	0.4307059015
1282	0.4306949738
1283	0.4306872608
1284	0.4306765013
1285	0.4306656878
1286	0.430656143
1287	0.4306197469
1288	0.4306003544
1289	0.4305905099
1290	0.4305806649
1291	0.4305654227
1292	0.4305393827
1293	0.4305269164
1294	0.4305041188
1295	0.4304523362
1296	0.4304244849
1297	0.4304044984
1298	0.430302756
1299	0.4302217603
1300	0.4302095464
1301	0.4302074069
1302	0.4301952172
1303	0.430185748
1304	0.430133003
1305	0.4301260924
1306	0.4301104631
1307	0.4300871119
1308	0.4300703157
1309	0.4300544764
1310	0.4300432861
1311	0.4299793816
1312	0.429859004
1313	0.4298427836
1314	0.4298280793
1315	0.4297331699
1316	0.4297010555
1317	0.4296906408
1318	0.4294607743
1319	0.429444133
1320	0.4294233747
1321	0.429409362
1322	0.4293937633
1323	0.4293769815
1324	0.4293667978
1325	0.4293199103
1326	0.4291179194
1327	0.4291041342
1328	0.4290912075
1329	0.4290700742
1330	0.4290614278
1331	0.429058214
1332	0.4290354928
1333	0.4289295962
1334	0.4289060475
1335	0.4288986338
1336	0.4288764731
1337	0.4288524763
1338	0.4288337433
1339	0.428819585
1340	0.4287928459
1341	0.4287686481
1342	0.428736372
1343	0.4286919292
1344	0.4286862138
1345	0.428668774
1346	0.4286411933
1347	0.4285975615
1348	0.4285411509
1349	0.4285136894
1350	0.4284853638
1351	0.4284649912
1352	0.4284449844
1353	0.4284307629
1354	0.4282385719
1355	0.4282098874
1356	0.428192307
1357	0.4281670164
1358	0.4281557785
1359	0.4281317974
1360	0.4279798466
1361	0.4277059724
1362	0.427689167
1363	0.4276686636
1364	0.4276416995
1365	0.42762898
1366	0.4276049247
1367	0.4275829689
1368	0.4275705675
1369	0.4272695533
1370	0.4272375694
1371	0.427223505
1372	0.427193267
1373	0.4271695144
1374	0.427154957
1375	0.4271477329
1376	0.4271265288
1377	0.4271055408
1378	0.4269336272
1379	0.426913962
1380	0.4269028076
1381	0.4268866939
1382	0.4268176653
1383	0.4267162199
1384	0.4266903665
1385	0.426666065
1386	0.4265493297
1387	0.426512326
1388	0.4263809267
1389	0.426372886
1390	0.4262859927
1391	0.4262746704
1392	0.4262630205
1393	0.4262353208
1394	0.426211721
1395	0.4261846137
1396	0.4261023606
1397	0.4260951234
1398	0.4260771822
1399	0.4260612781
1400	0.4260453576
1401	0.4260408343
1402	0.4260254575
1403	0.4259819966
1404	0.4259476272
1405	0.4258845808
1406	0.4258736719
1407	0.4258636952
1408	0.4258566251
1409	0.4258391158
1410	0.4258212137
1411	0.4258113031
1412	0.4257999993
1413	0.4257906391
1414	0.4257618235
1415	0.4257136477
1416	0.4256009515
1417	0.4255163145
1418	0.4254929873
1419	0.4254782925
1420	0.4254109655
1421	0.4253327012
1422	0.4253246293
1423	0.4252914663
1424	0.4252539846
1425	0.4252136716
1426	0.4251936325
1427	0.4251371119
1428	0.425115515
1429	0.4250959483
1430	0.4250904722
1431	0.4250826859
1432	0.4250686871
1433	0.425046646
1434	0.4250314469
1435	0.4250230761
1436	0.4250087933
1437	0.4249833465
1438	0.4249596868
1439	0.4249436925
1440	0.4249291499
1441	0.4246762209
1442	0.4246525104
1443	0.4246221145
1444	0.4246119328
1445	0.4245894337
1446	0.4245302885
1447	0.4245190065
1448	0.4245070421
1449	0.4244119332
1450	0.4243857605
1451	0.4243405668
1452	0.4243264444
1453	0.4242668296
1454	0.4242014321
1455	0.4241852565
1456	0.4241690842
1457	0.4241331512
1458	0.4240541394
1459	0.42404009
1460	0.4240199656
1461	0.4239831451
1462	0.4239502526
1463	0.4239304931
1464	0.4237992553
1465	0.4237600741
1466	0.4237519025
1467	0.4237353265
1468	0.4237268631
1469	0.423656794
1470	0.4236438544
1471	0.4235382267
1472	0.4235240215
1473	0.423511886
1474	0.4234988908
1475	0.4234828398
1476	0.423470645
1477	0.4234394419
1478	0.4233439339
1479	0.4233140197
1480	0.4232907334
1481	0.4232565993
1482	0.4232324556
1483	0.423208001
1484	0.4231891602
1485	0.423161003
1486	0.4231502682
1487	0.4231316285
1488	0.4231059588
1489	0.4230731213
1490	0.4230366401
1491	0.4230160997
1492	0.4230055933
1493	0.4229996288
1494	0.4229797755
1495	0.4229634192
1496	0.4229336963
1497	0.4229201837
1498	0.4229046644
1499	0.4228905993
1500	0.4228676828
1501	0.4228126548
1502	0.4227701524
1503	0.4227474606
1504	0.4227018194
1505	0.4226903364
1506	0.4226666279
1507	0.4226447452
1508	0.4226143617
1509	0.4225589911
1510	0.4225565542
1511	0.4225430258
1512	0.4225186445
1513	0.4225023362
1514	0.4224843209
